location,style,claim_text,numeric_tokens,risk_tags,evidence_grade,decision,replacement
paragraph:374,Normal,（4）本文方法（NLP融合识别法）：“文本+代码”双通道融合识别法 + SportRatio多维度比重测算，阈值0.10判定为体育企业。,4;0.10,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:375,Normal,表4-3 四种基线方法对比表,4;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:378,Normal,（1）传统行业代码法是当前官方统计的标准方法，作为基准线具有最强的现实参照意义；,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:379,Normal,（2）纯文本匹配法是NLP文本识别的最简形式，能够直观反映纯语义通道的识别效果；,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:380,Normal,（3）TF-IDF+SVM是传统机器学习文本分类的经典方法，在产业分类研究中应用广泛，具有较强的代表性；,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:381,Normal,（4）未将大模型零样本学习作为基线的主要原因是：大模型调用成本高、结果随机性强、可复现性差，不符合政府统计工作对稳定性和可追溯性的要求。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:382,Heading 3,4.1.3 实验环境配置与数据来源,4.1;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:384,Normal,为确保实验具有强的可复性性，实验环境的配置如表4-4：,4;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:385,Normal,表4-4 实验环境配置表,4;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:388,Normal,"本研究涉及的所有统计数据均基于Python程序对76,687家企业全量样本的自动计算结果，主要统计方式包括：","76,687",,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:389,Normal,（1）企业识别数量、覆盖率、跨界率等指标由程序遍历全量样本后统计得出；,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:390,Normal,（2）业态结构、空间分布等分组统计通过SQL分组聚合查询完成；,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:391,Normal,（3）处理速度、运行时间等性能指标通过多轮压力测试取平均值获得。,3,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:392,Heading 2,4.2 实验一：模型有效性对比实验,4.2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:393,Heading 3,4.2.1 实验目的,4.2;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:395,Heading 3,4.2.2 实验设置,4.2;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:396,Normal,"统一采用 76,687 家企业全样本数据集作为输入，分别执行两套识别规则开展对照：","76,687",,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:397,Normal,（1）传统行业代码法：仅将工商登记行业代码匹配19类直接体育行业代码的企业判定为体育企业，输出二值化判定结果（“0”为“非体育”，“1”为“体育”），无法量化业务占比；,1;19;0;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:398,Normal,（2）NLP融合识别法：依托前文构建的四层置信度规则与SportRatio加权测算模型，设置综合得分阈值 0.10，即判定为体育企业，输出0~1区间连续业务占比，并同步拆分单企业多条业务线、区分跨界经营主体。,2;0.10;0;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:399,Heading 3,4.2.3 实验结果与分析,4.2;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:400,Normal,"由表4-1量化数据与图4-1韦恩图可得：传统行业代码法仅识别出8,016家体育企业，整体识别覆盖率为10.45%；本文NLP融合识别法共识别8,950家体育企业，覆盖率提升至11.67%，新增有效识别企业934家，整体识别规模提升11.7%。","4;1;4;1;8,016;10.45%;8,950;11.67%;934;11.7%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:404,Normal,图4-4 传统法 vs NLP融合法关键指标可视化对比（数据来源：本研究整理）,4;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:405,Heading 3,4.2.4 多方法效果对比分析,4.2;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:407,Normal,（1）识别精确率对比：在随机抽取的500家企业人工复核样本上，本文方法的F1值（F1-score）达到0.87（精确率（Precision）0.92、召回率（Recall）0.83），优于传统行业代码法（F1为0.72，精确率（Precision）0.95但召回率（Recall）仅0.58）和纯文本匹配法（F1为0.75，精确率（Precision）0.68、召回率（Recall）0.84）。TF-IDF+SVM方法的F1值（F1-score）为0.80，介于纯文本法和本文方法之间。NLP融合识别法的优势在于通过“文本+代码”双通道融合，同时保持了较高的精确率（Precision）和召回率（Recall）。,1;500;0.87;0.92;0.83;0.72;0.95;0.58;0.75;0.68;0.84;0.80,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:408,Normal,"验证样本构建说明：本次精确率验证采用分层随机抽样方法，从76,687家全样本企业中抽取500家作为人工复核样本。","76,687;500",evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:409,Normal,抽样策略为：其一，按业态类型分层（9大业态各抽取不少于30家），其二，按置信度分层（高/中/低置信度分别抽取200/200/100家），确保样本覆盖各业态和各置信度区间，避免抽样偏差。,9;30;200;200;100,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:410,Normal,表4-5 验证样本分层抽样构成表,4;5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:412,Normal,标注标准与质量控制：标注工作由两名具备体育产业统计经验的研究人员独立完成，标注标准基于《国家体育产业统计分类（2019）》制定，包含19个直接体育类目和17个相关类目的判定细则。标注完成后进行交叉校验，不一致样本由第三名研究人员仲裁。经计算，两名标注者的Cohen's Kappa系数为0.87，表明标注一致性良好。最终标注结果以仲裁后一致意见为准。,2019;19;17;0.87,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:413,Normal,此外，为进一步验证模型的泛化能力，本研究补充了5折参数敏感性分析实验：将全样本随机分为5组，轮流以4组为校准样本（用于词典优化和阈值校准）、1组为验证样本，重复5次实验取平均值。参数敏感性分析结果显示，F1值（F1-score）的标准差为0.012，表明模型性能稳定，不存在严重过拟合问题。,5;5;4;1;5;0.012,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:414,Normal,表4-6 参数敏感性分析结果,4;6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:416,Normal,（2）计算效率对比：,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:417,Normal,"· NLP融合识别法（本文方法）的处理速度达6,325条/秒，全量76,687家企业仅需约12秒；","6,325;76,687;12",performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:418,Normal,"· 传统行业代码法最快（查表操作，约20,000条/秒），但功能有限；","20,000",performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:419,Normal,"· 纯文本匹配法与本文方法效率相当（约5,800条/秒）；","5,800",performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:420,Normal,· TF-IDF+SVM方法因需特征提取和模型推理，处理速度约800条/秒，全量处理需约96秒。,800;96,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:422,Normal,（3）可解释性对比：,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:427,Normal,（4）跨界发现能力对比：,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:428,Normal,· 本文方法识别出977家跨界经营企业（纯跨界951家+潜在跨界26家），,977;951;26,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:429,Normal,"· 纯文本匹配法发现约1,050家（但误报率较高），","1,050",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:430,Normal,· 传统行业代码法的跨界发现能力为0，,0,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:431,Normal,· TF-IDF+SVM方法发现约820家。,820,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:432,Normal,本文方法在保证精确率（Precision）的前提下实现了跨界发现能力（与传统行业代码法相比）从0到977的显著提升。,0;977,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:433,Normal,"综合来看，本文提出的“文本+代码”双通道融合方法在识别精确率（F1=0.87）、跨界发现能力（977家）和可解释性（较为可追溯）三个核心维度上综合表现较为突出，同时保持了较高的处理效率（6,325条/秒），是体育产业统计场景下的综合较好方案。","0.87;977;6,325",evaluation;performance,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:435,Normal,针对977家跨界经营企业的识别结果，本研究通过三重验证确保结果可靠性：,977,,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:436,Normal,（1）人工抽样核验，从977家中随机抽取100家进行人工复核，精确率（Precision）达0.89，表明误判率控制在较低水平；,1;977;100;0.89,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:437,Normal,（2）与行业代码法进行交集分析，977家中有26家企业的行业代码属于体育相关大类（潜在跨界），其余951家为纯跨界企业（行业代码非体育类但实际从事体育业务），两者形成互补关系；,2;977;26;951,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:438,Normal,"（3）进行企业名称与业务范围的语义一致性校验，排除""挂羊头卖狗肉""式的虚假注册。",3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:439,Normal,上述验证表明，977家跨界企业的识别结果具有较高的可信度。,977,,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:441,Normal,表4-7 四种识别方法多维度效果对比表,4;7,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:443,Normal,图4-5 四种识别方法多维度性能对比（数据来源：本研究整理）,4;5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:444,Heading 2,4.3 实验二：业态结构分析,4.3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:445,Heading 3,4.3.1 实验目的,4.3;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:446,Normal,基于融合模型全样本识别结果，解构体育产业九大细分业态的规模结构、企业数量、跨界经营特征，区分传统成熟业态与新兴融合业态的统计适配差异，揭示现行GB/T 4754-2017行业分类标准的滞后性问题，为融合识别框架的应用价值提供分业态实证支撑。,4754;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:447,Heading 3,4.3.2 实验数据与指标说明,4.3;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:448,Normal,"以 8,950 家识别出的体育企业为研究对象，按照 9 大体育业态词典标签完成归类（业态划分参照《国家体育产业统计分类（2019）》并结合四川省实际调整），统计各业态产出指数、产业占比、企业数量、跨界经营比例，并依据跨界率划分三类特征标签：正常（＜20%）、较高（20%~50%）、极高（＞50%），统计汇总结果如表 4-2 所示。","8,950;9;2019;20%;20%;50%;50%;4;2",output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:449,Normal,表4-8 体育产业9大业态结构分析,4;8;9,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:451,Heading 3,4.3.3 实验结果与分析,4.3;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:452,Normal,结合业态结构饼图（图 4-2）、业态规模气泡图（图 4-3）、各业态跨界率对比图（图 4-4）综合分析，当前体育产业呈现 “两大传统业态主导、中端业态跨界显现、新兴业态全面脱标” 的分层结构。,4;2;4;3;4;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:453,Normal,"（1）成熟传统业态：体育用品、健身休闲、体育培训、体育场馆四类业态跨界率均低于10%，行业分类匹配度高。其中体育用品业态产出指数171,922，产业占比 29.69%，位居全业态首位，完整覆盖器材制造、零售、配套服务全链条，绝大多数企业登记专属体育行业代码，传统统计漏损极少；健身休闲业态企业数量最多（3,134 家），经营边界清晰，适配现有统计规则。两类业态合计产出占比超 56%，是体育产业核心支柱。","1;10%;171,922;29.69%;3,134;56%",output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:454,Normal,（2）中高跨界中端业态：体育赛事、体育管理跨界率介于20%~50%的区间。虽然体育赛事产出规模位列第三，但36.1%的企业属于跨界注册，大量马拉松运营、赛事策划、赛事营销企业以文化传播、商务咨询、广告类行业代码登记，是传统统计体系主要漏统板块；体育管理涵盖体育旅游、体育咨询等融合业务，同样存在一定规模跨界主体。,2;20%;50%;36.1%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:455,Normal,（3）高跨界新兴业态：电子竞技、体育传媒、体育彩票跨界率均进展90%，属于极高跨界业态。根源在于GB/T 4754-2017国民经济行业分类发布较早，未针对电竞、体育新媒体、赛事融媒体等新兴业态设置独立分类条目，相关市场主体大部分依托文旅、互联网、娱乐类非体育代码注册，仅依靠NLP文本关键词识别才可被捕捉，是传统统计较为覆盖不到的产业增量。,3;90%;4754;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:457,Normal,图4-6 体育产业业态结构饼图（数据来源：本研究整理）,4;6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:459,Normal,图4-7 各业态跨界经营率对比——新兴业态与传统业态的巨大差异（数据来源：本研究整理）,4;7,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:461,Normal,"图4-8 业态规模对比气泡图（X=企业数, Y=产出指数, 气泡大小=总规模）（数据来源：本研究整理）",4;8,output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:463,Normal,图4-9 各业态跨界经营率对比——新兴业态与传统业态的巨大差异（数据来源：本研究整理）,4;9,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:464,Heading 3,4.3.4 实验结论,4.3;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:465,Normal,体育产业存在清晰的新旧双轨统计结构：传统成熟业态与现行行业代码体系高度匹配，跨界经营占比低，传统统计方法可有效覆盖；电竞、体育传媒等新兴业态与现有分类标准脱节，跨界率超90%，只能依托文本语义识别完成统计捕捉。,90%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:467,Heading 2,4.4 实验三：空间分布特征分析,4.4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:468,Heading 3,4.4.1 实验目的,4.4;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:470,Heading 3,4.4.2 实验指标说明,4.4;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:471,Normal,选取产业集聚经典测算指标：CR3（前三大区域产出集中度）、CR5（前五大区域产出集中度）、HHI 赫芬达尔指数、简化基尼系数。简化基尼系数基于各地市产出排序后离散公式测算，数值越接近1代表区域不均衡程度越高。。,1,concentration,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:475,Normal,表4-9 区域体育产业产出TOP10排名,4;9;0,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:477,Heading 3,4.4.3 实验结果与分析,4.4;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:479,Normal,"从 TOP10 区域数据可见，成都市作为核心中心城市，体育产业产出指数 237695，占全省有效产出总量约41%，体育企业 3,704 家。第二梯队城市依次为绵阳市（208家，产出指数 13636）、宜宾市（188家，产出指数 11993）、泸州市（189家）、乐山市（159家）。成都市与第二梯队城市之间存在数量级的差距，反映了省会城市的强大集聚效应与外围城市的产业薄弱并存的空间格局。","0;237695;41%;3,704;208;13636;188;11993;189;159",output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:481,Normal,图4-10 区域体育产业产出TOP10柱状图（数据来源：本研究整理）,4;10;0,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:483,Normal,图4-11 各区域体育企业平均产出效率对比（数据来源：本研究整理）,4;11,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:484,Heading 3,4.4.4 实验结论,4.4;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:486,Heading 2,4.5 实验四：置信度与鲁棒性分析,4.5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:487,Heading 3,4.5.1 实验目的,4.5;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:489,Heading 3,4.5.2 分层划分标准,4.5;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:490,Normal,1. 高置信度：置信度≥0.90；,1;0.90,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:491,Normal,2. 中置信度：0.70≤置信度≤0.89；,2;0.70;0.89,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:492,Normal,3. 低置信度：0.50≤置信度≤0.69。,3;0.50;0.69,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:493,Heading 3,4.5.3 实验结果与分析,4.5;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:494,Normal,结合置信度分布图（图 4-7）、业务占比直方图（图 4-8）、置信度 - 业务占比散点图（图 4-9）分析：,4;7;4;8;4;9,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:495,Normal,"（1）高置信度样本共 5,286 家，占体育企业总量 58.6%，该类企业同时具备体育行业代码 + 多条体育文本关键词双重判定依据，识别证据充分，判定结果稳定可靠；","1;5,286;58.6%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:496,Normal,"（2）中置信度样本共 2,786 家，占比30.9%，仅依靠单一证据支撑（仅行业代码或仅文本关键词），判定可靠性中等；","2;2,786;30.9%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:497,Normal,（3）低置信度样本共 951 家，占比10.5%，大部分为纯跨界经营企业，无匹配体育行业代码，较为依靠文本语义特征识别，是模型新增的核心增量样本。,3;951;10.5%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:498,Normal,从业务占比分布来看，整体 SportRatio 分值均值 0.65，分布整体右偏；低置信度样本大部分为跨界企业，虽置信水平偏低，但属于传统统计较为遗漏的产业主体，具备极高统计价值。,0.65,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:500,Normal,图4-12 体育企业识别置信度分布（数据来源：本研究整理）,4;12,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:502,Normal,图4-13 体育企业业务占比分布直方图（数据来源：本研究整理）,4;13,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:504,Normal,图4-14 体育企业置信度-占比关系散点图（数据来源：本研究整理）,4;14,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:505,Heading 3,4.5.4 实验结论,4.5;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:507,Heading 2,4.6 实验结果综合讨论,4.6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:509,Normal,（1）NLP技术引入产业统计具有明确的有效性。融合法在识别覆盖率（+11.7%）、跨界发现（977家）、新兴业态覆盖（>90%）等关键维度上均优于传统法，全维度实验数据一致支持这一结论。,1;11.7%;977;90%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:510,Normal,（2）体育产业存在 “成熟业态 - 新兴业态” 双轨统计结构。传统成熟业态可被现有行业分类体系覆盖，跨界率不足 10%；电竞、体育传媒等新兴业态跨界率超 90%，现行GB/T 4754-2017分类标准无法适配，必须依靠文本挖掘技术补齐统计缺口，为行业分类标准迭代、统计方法改革提供实证依据。,2;10%;90%;4754;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:511,Normal,（3）空间分布极度不均是制约产业发展的结构性因素。成都单城约41%的产出集中度既是发展成就的体现，也是发展不均衡的信号，需要进行政策层面的干预和引导。,3;41%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:512,Normal,（4）模型置信度分层为统计实践提供了可操作的决策框架。对高置信度结果可以直接采信，对低置信度结果建议纳入人工复核流程，实现效率与质量的平衡。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:514,Normal,（1）体育产业统计核算。通过精准识别体育业务边界、量化企业体育业务比重，为体育产业GDP核算提供更准确的微观数据基础，修正传统统计方法造成的体量低估问题。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:515,Normal,（2）产业政策制定。基于业态结构分析和空间分布特征，可为体育产业规划、区域布局优化、扶持资金精准投放提供数据支撑，提升政策制定的科学性和靶向性。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:516,Normal,（3）体育产业普查。本方法可作为全国体育产业普查的辅助工具，快速完成大规模企业的初步筛查和分类，大幅降低普查的人力成本和时间成本。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:517,Normal,（4）企业画像与服务。通过对企业体育业务的精细化识别，可为金融机构、投资机构、产业园区提供企业体育属性画像，服务于企业融资、招商引智、精准营销等场景。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:518,Normal,（5）统计制度完善。研究发现的业态边界模糊、跨界经营普遍等问题，可为国民经济行业分类标准的修订完善提供实证依据，推动统计制度与时俱进。,5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:521,Heading 2,5.1 研判方法与数据基础,5.1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:522,Normal,"本章基于76,687家企业的成立时间、业态分布、区域布局等多维度数据，采用时间序列趋势外推、业态增长矩阵分析、区域空间演化模型等方法，从总量增长、业态转型、空间演化三个维度对体育产业未来3-5年的发展趋势进行系统研判。研判的数据基础包括：企业注册时间序列（2015-2024年）、9大业态的企业数量与产出指数、21个地市州的空间分布数据等。","76,687;3;5;2015;2024;9;21",forecast;output_value,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:523,Heading 2,5.2 产业总量增长趋势,5.2,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:524,Normal,基于四川省市场监督管理局企业信用信息公示系统企业登记成立数据开展时序回溯分析，结果显示四川省体育产业市场主体规模长期保持扩张趋势。结合历史存量数据与政策驱动情景，从市场主体数量、产业产出规模和企业主体质量三个维度展开分析预测，详见表 5-1。,5;1,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:525,Normal,"（1）企业数量持续快速增长。2020-2024年，全省体育产业企业数量从约5,000家增长至近9,000家，五年翻番。展望未来3-5年，在《体育强国建设纲要》（国办发〔2019〕40号）和《“健康中国2030”规划纲要》战略的持续推动下，预计年均增速将保持在10%-15%区间，到2028年全省体育产业企业数量有望进展15,000家。","1;2020;2024;5,000;9,000;3;5;2019;40;2030;10%;15%;2028;15,000",forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:526,Normal,（2）产业规模加速扩张。随着识别方法的改进和统计口径的完善，体育产业总产出规模将呈现“存量修正+增量增长”的双重扩张态势。保守估算，仅跨界经营企业的规模补全即可使全省体育产业总产出增加约6亿元，叠加自然增长因素，未来五年产业总规模有望实现年均15%以上的增长。,2;6;15%,economic_benefit;output_value,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:527,Normal,（3）市场主体结构持续优化。从企业注册资本和成立年限来看，体育产业正在经历从“数量扩张”向“质量提升”的转型。注册资本500万元以上的中大型企业占比逐年提升，成立5年以上的成熟企业比例稳步增长，产业发展的内生动力不断增强。,3;500;5,economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:528,Normal,表5-1 体育产业总量增长趋势预测表,5;1,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:531,Normal,图5-1 体育产业总量增长趋势图（2020-2028）（数据来源：本研究整理）,5;1;2020;2028,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:532,Heading 2,5.3 业态结构转型趋势,5.3,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:534,Normal,（1）新兴业态占比持续提升。电子竞技、体育传媒、体育数字化等新兴业态企业数量年均增速超过25%，远高于传统业态5%-8%的增速。预计到2028年，新兴业态企业数量占比将从当前的约20%提升至35%以上，成为驱动产业增长的核心引擎。,1;25%;5%;8%;2028;20%;35%,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:535,Normal,（2）跨界融合程度不断加深。体育与科技、文化、旅游、健康等领域的融合持续深化，跨界经营企业比例将从当前的10.9%逐步提升至15%-20%。业态边界模糊化、企业经营多元化将成为常态，对产业统计方法的适应性提出更高要求。,2;10.9%;15%;20%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:536,Normal,（3）服务业态占比稳步上升。从“制造主导”向“服务主导”转型是体育产业结构升级的重要方向。体育服务类企业（健身休闲、竞赛表演、培训教育、中介服务等）占比将持续提升，预计到2028年服务业态企业数量占比将超过60%，产业附加值水平同步提高。,3;2028;60%,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:537,Normal,表5-2 体育产业业态结构演变趋势预测,5;2,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:540,Normal,图5-2 体育产业业态结构演变趋势对比（数据来源：本研究整理）,5;2,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:541,Heading 2,5.4 空间格局演化趋势,5.4,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:543,Normal,（1）成都核心地位进一步强化。成都作为省会城市，在体育资源、消费能力、产业基础等方面具有压倒性优势。预计未来3-5年成都体育产业企业数量占比仍将维持在40-45%的高位，同时产业层级向高端化、总部化方向升级，研发设计、品牌运营、赛事组织等高端功能进一步集聚。,1;3;5;40;45%,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
